Locus	Uniprot ID	Gene Symbol	Protein Length	Spectrum Count_HBE_1	Spectrum Count_HBE_2	Spectrum Count_HBE_3	Spectrum Count_CFBE_1	Spectrum Count_CFBE_2	Spectrum Count_CFBE_3	HBE_Spectrum Count_Sum	CFBE_Spectrum Count_sum	NSAF_HBE_1	NSAF_HBE_2	NSAF_HBE_3	NSAF_CFBE_1	NSAF_CFBE_2	NSAF_CFBE_3	HBE_NSAF_avg	CFBE_NSAF_avg	CFBE_NSAF_avg/HBE_NSAF_avg	log2(CFBE_NSAF_avg/HBE_NSAF_avg)	p_value
sp|Q8NFQ8|TOIP2_HUMAN	Q8NFQ8	TOR1AIP2	470	5	12	8	17	10	17	25	44	3,02891E-05	6,75816E-05	4,75388E-05	0,000101795	6,36894E-05	8,68882E-05	0,000048	0,000084	1,74	0,80	0,096069313
sp|P04637|P53_HUMAN	P04637	TP53	393	48	26	35	40	24	45	109	109	0,000347746	0,000175116	0,000248732	0,000286445	0,000182803	0,000275062	0,000257	0,000248	0,96	-0,05	0,948579492
sp|Q53FA7|QORX_HUMAN	Q53FA7	TP53I3	332	12	5	4	8	3	7	21	18	0,00010291	3,98636E-05	3,36495E-05	6,7815E-05	2,70488E-05	5,06489E-05	0,000059	0,000049	0,82	-0,28	0,779636903
sp|Q96S44|PRPK_HUMAN	Q96S44	TP53RK	253	5	3	5	4	3	5	13	12	5,62682E-05	3,13867E-05	5,51958E-05	4,44952E-05	3,54949E-05	4,74744E-05	0,000048	0,000042	0,89	-0,16	0,699401096
sp|P55327|TPD52_HUMAN	P55327	TPD52	224	13	17	14	19	37	22	44	78	0,000165238	0,000200884	0,000174557	0,000238715	0,000494446	0,000235931	0,000180	0,000323	1,79	0,84	0,105959729
sp|O43399|TPD54_HUMAN	O43399	TPD52L2	206	34	30	32	23	58	34	96	115	0,000469921	0,000385478	0,00043385	0,00031422	0,000842803	0,00039648	0,000430	0,000518	1,20	0,27	0,766113616
sp|P60174|TPIS_HUMAN	P60174	TPI1	286	318	448	212	279	178	367	978	824	0,003165735	0,004146265	0,002070267	0,002745441	0,001863027	0,003082548	0,003127	0,002564	0,82	-0,29	0,513013525
sp|P09493|TPM1_HUMAN	P09493	TPM1	284	17	33	29	31	61	34	79	126	0,000170429	0,000307568	0,000285191	0,000307197	0,000642949	0,000287588	0,000254	0,000413	1,62	0,70	0,2338967
sp|P07951|TPM2_HUMAN	P07951	TPM2	284	17	33	21	18	24	20	71	62	0,000170429	0,000307568	0,000206518	0,000178373	0,000252964	0,000169169	0,000228	0,000200	0,88	-0,19	0,616552586
sp|P06753|TPM3_HUMAN	P06753	TPM3	285	17	39	27	32	62	30	83	124	0,000169831	0,000362214	0,000264591	0,000315994	0,000651196	0,000252864	0,000266	0,000407	1,53	0,61	0,342788286
sp|P67936|TPM4_HUMAN	P67936	TPM4	248	25	52	28	34	39	30	105	103	0,000287013	0,000555005	0,000315328	0,000385835	0,000470737	0,000290589	0,000386	0,000382	0,99	-0,01	0,950346968
sp|P51580|TPMT_HUMAN	P51580	TPMT	245	5	4	4	5	9	9	13	23	5,81055E-05	4,32154E-05	4,55985E-05	5,74352E-05	0,000109962	8,82442E-05	0,000049	0,000085	1,74	0,80	0,067044856
sp|O14773|TPP1_HUMAN	O14773	TPP1	563	2	2	2	12	8	6	6	26	1,01143E-05	9,40301E-06	9,92152E-06	5,99856E-05	4,2535E-05	2,56008E-05	0,000010	0,000043	4,35	2,12	0,004714534
sp|P29144|TPP2_HUMAN	P29144	TPP2	1249	49	70	73	45	27	60	192	132	0,000111698	0,000148348	0,000163236	0,000101397	6,47093E-05	0,000115398	0,000141	0,000094	0,67	-0,59	0,112201106
sp|P12270|TPR_HUMAN	P12270	TPR	2363	37	58	40	62	83	68	135	213	4,45812E-05	6,49695E-05	4,72773E-05	7,38417E-05	0,000105143	6,91282E-05	0,000052	0,000083	1,58	0,66	0,059961438
sp|Q9Y3C4|TPRKB_HUMAN	Q9Y3C4	TPRKB	175	9	7	9	9	13	10	25	32	0,000146426	0,000105878	0,000143635	0,000144737	0,000222367	0,000137269	0,000132	0,000168	1,27	0,35	0,285401396
sp|P13693|TCTP_HUMAN	P13693	TPT1	172	84	143	88	62	51	97	315	210	0,001390479	0,002200659	0,001428929	0,001014465	0,000887579	0,001354731	0,001673	0,001086	0,65	-0,62	0,093474223
sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2	747	2	2	4	2	5	4	8	11	7,62295E-06	7,08687E-06	1,49553E-05	7,535E-06	2,00362E-05	1,28632E-05	0,000010	0,000013	1,36	0,45	0,472999164
sp|Q15628|TRADD_HUMAN	Q15628	TRADD	312	6	5	6	10	7	8	17	25	5,47533E-05	4,2419E-05	5,37098E-05	9,02027E-05	6,71597E-05	6,1595E-05	0,000050	0,000073	1,45	0,54	0,061448897
sp|Q12933|TRAF2_HUMAN	Q12933	TRAF2	501	3	3	6	18	6	9	12	33	1,70489E-05	1,585E-05	3,3448E-05	0,000101113	3,58491E-05	4,31534E-05	0,000022	0,000060	2,71	1,44	0,07536388
sp|Q12931|TRAP1_HUMAN	Q12931	TRAP1	704	36	50	63	46	95	59	149	200	0,000145594	0,000187993	0,000249933	0,00018389	0,000403939	0,000201321	0,000195	0,000263	1,35	0,44	0,424638857
sp|Q7Z392|TPC11_HUMAN	Q7Z392	TRAPPC11	1133	10	2	5	10	8	15	17	33	2,51295E-05	4,67246E-06	1,23253E-05	2,48396E-05	2,11361E-05	3,18032E-05	0,000014	0,000026	1,85	0,88	0,17959181
sp|Q8IUR0|TPPC5_HUMAN	Q8IUR0	TRAPPC5	188	3	6	2	6	3	10	11	19	4,54336E-05	8,4477E-05	2,97118E-05	8,98188E-05	4,77671E-05	0,000127777	0,000053	0,000088	1,66	0,73	0,278947665
sp|Q9Y2L5|TPPC8_HUMAN	Q9Y2L5	TRAPPC8	1435	6	6	5	7	4	11	17	22	1,19045E-05	1,10674E-05	9,73138E-06	1,37284E-05	8,34398E-06	1,84141E-05	0,000011	0,000013	1,24	0,31	0,524741718
sp|O95361|TRI16_HUMAN	O95361	TRIM16	564	6	6	5	26	24	24	17	74	3,02891E-05	2,8159E-05	2,47598E-05	0,000129738	0,000127379	0,000102221	0,000028	0,000120	4,32	2,11	0,000111639
sp|Q14258|TRI25_HUMAN	Q14258	TRIM25	630	29	31	25	29	37	38	85	104	0,00013106	0,000130247	0,00011083	0,000129548	0,000175803	0,000144895	0,000124	0,000150	1,21	0,27	0,15124449
sp|Q12899|TRI26_HUMAN	Q12899	TRIM26	539	4	4	6	6	4	8	14	18	2,11293E-05	1,96434E-05	3,10899E-05	3,13283E-05	2,22145E-05	3,56542E-05	0,000024	0,000030	1,24	0,31	0,338273367
sp|Q13263|TIF1B_HUMAN	Q13263	TRIM28	835	111	98	71	85	172	125	280	382	0,000378486	0,00031066	0,000237481	0,000286488	0,000616605	0,000359611	0,000309	0,000421	1,36	0,45	0,358610957
sp|Q13049|TRI32_HUMAN	Q13049	TRIM32	653	4	7	4	7	7	12	15	26	1,74406E-05	2,83746E-05	1,71082E-05	3,01688E-05	3,20885E-05	4,41446E-05	0,000021	0,000035	1,69	0,76	0,05668929
sp|Q9UPN9|TRI33_HUMAN	Q9UPN9	TRIM33	1127	5	6	3	7	7	3	14	17	1,26316E-05	1,4092E-05	7,43454E-06	1,74803E-05	1,85926E-05	6,39451E-06	0,000011	0,000014	1,24	0,31	0,724859031
sp|Q96LD4|TRI47_HUMAN	Q96LD4	TRIM47	638	2	10	13	17	10	18	25	45	8,9253E-06	4,14882E-05	5,69088E-05	7,49898E-05	4,69185E-05	6,77738E-05	0,000036	0,000063	1,77	0,82	0,24210163
sp|Q9BRZ2|TRI56_HUMAN	Q9BRZ2	TRIM56	755	7	9	10	7	9	14	26	30	2,63976E-05	3,1553E-05	3,69921E-05	2,60931E-05	3,56829E-05	4,45442E-05	0,000032	0,000035	1,12	0,16	0,617423371
sp|O75962|TRIO_HUMAN	O75962	TRIO	3097	38	43	34	36	39	57	115	132	3,49346E-05	3,67513E-05	3,06616E-05	3,27141E-05	3,76954E-05	4,42123E-05	0,000034	0,000038	1,12	0,16	0,348726012
sp|Q15642|CIP4_HUMAN	Q15642	TRIP10	601	15	16	23	19	33	31	54	83	7,10608E-05	7,04678E-05	0,000106883	8,89719E-05	0,000164363	0,000123907	0,000083	0,000126	1,52	0,60	0,144307364
sp|Q15643|TRIPB_HUMAN	Q15643	TRIP11	1979	8	9	4	5	9	6	21	20	1,15095E-05	1,20377E-05	5,64509E-06	7,11047E-06	1,36133E-05	7,28308E-06	0,000010	0,000009	0,96	-0,06	0,920217386
sp|Q14669|TRIPC_HUMAN	Q14669	TRIP12	1992	16	13	12	14	31	22	41	67	2,28688E-05	1,72742E-05	1,68247E-05	1,97794E-05	4,65841E-05	2,65304E-05	0,000019	0,000031	1,63	0,71	0,182936145
sp|Q15645|PCH2_HUMAN	Q15645	TRIP13	432	20	35	51	45	45	52	106	142	0,000131813	0,000214452	0,000329718	0,000293159	0,000311813	0,000289154	0,000225	0,000298	1,32	0,40	0,261302775
sp|Q15654|TRIP6_HUMAN	Q15654	TRIP6	476	12	12	22	20	14	15	46	49	7,17774E-05	6,67297E-05	0,000129084	0,000118249	8,80413E-05	7,56997E-05	0,000089	0,000094	1,05	0,08	0,759253383
sp|Q9NXH9|TRM1_HUMAN	Q9NXH9	TRMT1	659	15	15	14	9	13	10	44	32	6,48066E-05	6,02492E-05	5,93334E-05	3,84354E-05	5,90504E-05	3,64523E-05	0,000061	0,000045	0,73	-0,46	0,091383415
sp|Q7L0Y3|MRRP1_HUMAN	Q7L0Y3	TRMT10C	403	21	12	11	6	7	4	44	17	0,000148364	7,88173E-05	7,62332E-05	4,19006E-05	5,19946E-05	2,38432E-05	0,000101	0,000039	0,39	-1,37	0,040639728
sp|Q7Z2T5|TRM1L_HUMAN	Q7Z2T5	TRMT1L	733	2	7	3	4	5	8	12	17	7,76854E-06	2,52778E-05	1,14307E-05	1,53578E-05	2,04188E-05	2,62178E-05	0,000015	0,000021	1,39	0,48	0,318487706
sp|Q32P41|TRM5_HUMAN	Q32P41	TRMT5	509	9	11	5	8	6	12	25	26	5,03429E-05	5,72032E-05	2,74352E-05	4,4233E-05	3,52857E-05	5,66335E-05	0,000045	0,000045	1,01	0,01	0,894399298
sp|Q9UJA5|TRM6_HUMAN	Q9UJA5	TRMT6	497	23	20	22	14	20	23	65	57	0,00013176	0,000106517	0,00012363	7,92767E-05	0,000120459	0,000111168	0,000121	0,000104	0,86	-0,22	0,315530438
sp|Q96FX7|TRM61_HUMAN	Q96FX7	TRMT61A	289	42	46	14	16	8	12	102	36	0,000413776	0,000421313	0,000135297	0,00015581	8,28624E-05	9,97455E-05	0,000323	0,000113	0,35	-1,52	0,08214179
sp|Q96Q11|TRNT1_HUMAN	Q96Q11	TRNT1	434	2	2	2	6	7	6	6	19	1,31206E-05	1,21979E-05	1,28705E-05	3,89077E-05	4,82807E-05	3,32102E-05	0,000013	0,000040	3,15	1,66	0,000505315
sp|P10155|RO60_HUMAN	P10155	TROVE2	538	13	9	14	8	7	17	36	32	6,87978E-05	4,42798E-05	7,26779E-05	4,18487E-05	3,89476E-05	7,59061E-05	0,000062	0,000052	0,84	-0,25	0,502113713
sp|Q86TN4|TRPT1_HUMAN	Q86TN4	TRPT1	253	7	3	2	3	4	8	12	15	7,87755E-05	3,13867E-05	2,20783E-05	3,33714E-05	4,73265E-05	7,5959E-05	0,000044	0,000052	1,18	0,24	0,589353466
sp|Q9Y4A5|TRRAP_HUMAN	Q9Y4A5	TRRAP	3859	11	10	9	9	10	8	30	27	8,1158E-06	6,85915E-06	6,51365E-06	6,56359E-06	7,75694E-06	4,97995E-06	0,000007	0,000006	0,90	-0,15	0,457825702
sp|P43897|EFTS_HUMAN	P43897	TSFM	325	5	9	7	3	8	6	21	17	4,38026E-05	7,33E-05	6,01549E-05	2,59784E-05	7,36838E-05	4,43484E-05	0,000059	0,000048	0,81	-0,30	0,460879976
sp|Q99816|TS101_HUMAN	Q99816	TSG101	390	4	7	11	22	8	24	22	54	2,92018E-05	4,75093E-05	7,87743E-05	0,000158757	6,14031E-05	0,000147828	0,000052	0,000123	2,37	1,24	0,10932554
sp|Q15631|TSN_HUMAN	Q15631	TSN	228	27	15	36	24	9	20	78	53	0,000337165	0,000174141	0,000440985	0,000296244	0,000118161	0,00021072	0,000317	0,000208	0,66	-0,61	0,338032582
sp|Q99598|TSNAX_HUMAN	Q99598	TSNAX	290	18	12	19	24	19	26	49	69	0,000176721	0,000109529	0,000182984	0,000232909	0,000196119	0,00021537	0,000156	0,000215	1,37	0,46	0,120189955
sp|Q86VY4|TSYL5_HUMAN	Q86VY4	TSPYL5	417	3	3	3	2	2	2	9	6	2,04832E-05	1,90428E-05	2,00929E-05	1,3498E-05	1,43568E-05	1,15214E-05	0,000020	0,000013	0,66	-0,60	0,003742013
sp|Q2NL82|TSR1_HUMAN	Q2NL82	TSR1	804	19	33	24	32	29	36	76	97	6,72839E-05	0,000108643	8,33704E-05	0,000112013	0,000107971	0,000107561	0,000086	0,000109	1,26	0,34	0,143532154
sp|Q13630|FCL_HUMAN	Q13630	TSTA3	321	10	4	9	12	8	10	23	30	8,86969E-05	3,29838E-05	7,83058E-05	0,000105208	7,46019E-05	7,4835E-05	0,000067	0,000085	1,27	0,35	0,397139955
sp|Q8NFU3|TSTD1_HUMAN	Q8NFU3	TSTD1	115	6	6	5	4	7	7	17	18	0,000148548	0,000138102	0,000121431	9,78895E-05	0,000182207	0,000146221	0,000136	0,000142	1,04	0,06	0,94011094
sp|Q99614|TTC1_HUMAN	Q99614	TTC1	292	14	11	13	13	14	12	38	39	0,000136508	9,97137E-05	0,000124342	0,000125295	0,000143519	9,87207E-05	0,000120	0,000123	1,02	0,03	0,91716233
sp|Q6P3X3|TTC27_HUMAN	Q6P3X3	TTC27	843	12	10	11	8	14	10	33	32	4,05291E-05	3,13991E-05	3,64436E-05	2,67077E-05	4,97125E-05	2,84959E-05	0,000036	0,000035	0,97	-0,05	0,763428756
sp|Q6PGP7|TTC37_HUMAN	Q6PGP7	TTC37	1564	13	16	10	14	19	16	39	49	2,36657E-05	2,70787E-05	1,78575E-05	2,51921E-05	3,63649E-05	2,4575E-05	0,000023	0,000029	1,26	0,33	0,270018942
sp|O95801|TTC4_HUMAN	O95801	TTC4	387	6	7	9	4	10	7	22	21	4,41422E-05	4,78776E-05	6,49513E-05	2,90886E-05	7,73489E-05	4,34507E-05	0,000052	0,000050	0,95	-0,07	0,731341674
sp|Q8N5M4|TTC9C_HUMAN	Q8N5M4	TTC9C	171	6	4	5	4	9	5	15	18	9,99007E-05	6,19169E-05	8,1664E-05	6,58321E-05	0,000157548	7,02399E-05	0,000081	0,000098	1,21	0,27	0,716510359
sp|O43156|TTI1_HUMAN	O43156	TTI1	1089	8	16	18	12	31	26	42	69	2,09159E-05	3,88899E-05	4,61638E-05	3,10118E-05	8,52116E-05	5,73529E-05	0,000035	0,000058	1,64	0,71	0,287984992
sp|Q14166|TTL12_HUMAN	Q14166	TTLL12	644	45	31	38	32	22	49	114	103	0,000198948	0,000127415	0,000164799	0,000139842	0,000102259	0,000182776	0,000164	0,000142	0,87	-0,21	0,501381263
sp|Q8WZ42|TITIN_HUMAN	Q8WZ42	TTN	34350	4	2	6	9	3	5	12	17	3,31548E-07	1,54116E-07	4,87844E-07	7,37377E-07	2,61433E-07	3,49666E-07	0,000000	0,000000	1,39	0,47	0,509380983
sp|P68363|TBA1B_HUMAN	P68363	TUBA1B	451	2226	1589	2402	2092	1725	2119	6217	5936	0,014052777	0,009325937	0,014874863	0,013054464	0,011449267	0,01128663	0,012751	0,011930	0,94	-0,10	0,770168347
sp|Q9BQE3|TBA1C_HUMAN	Q9BQE3	TUBA1C	449	1891	1139	1785	1558	906	1476	4815	3940	0,011991091	0,006714636	0,011103206	0,009765512	0,00604014	0,007896777	0,009936	0,007901	0,80	-0,33	0,396130258
sp|P68366|TBA4A_HUMAN	P68366	TUBA4A	448	1655	1286	2070	1854	1619	1834	5011	5307	0,010518008	0,007598154	0,012904727	0,011646773	0,010817676	0,009834022	0,010340	0,010766	1,04	0,06	0,724669504
sp|P07437|TBB5_HUMAN	P07437	TUBB	444	1421	1230	1285	1354	1548	1495	3936	4397	0,009112229	0,007332756	0,008083076	0,008582416	0,010436457	0,008088502	0,008176	0,009036	1,11	0,14	0,3803163
sp|Q9BVA1|TBB2B_HUMAN	Q9BVA1	TUBB2B	445	1198	1004	1051	1051	971	1260	3253	3282	0,007664968	0,005971987	0,006596282	0,006646861	0,006531672	0,006801746	0,006744	0,006660	0,99	-0,02	0,92443332
sp|Q13509|TBB3_HUMAN	Q13509	TUBB3	450	203	179	185	135	260	215	567	610	0,00128439	0,001052896	0,001148195	0,000844297	0,001729521	0,00114772	0,001162	0,001241	1,07	0,09	0,911698425
sp|P68371|TBB4B_HUMAN	P68371	TUBB4B	445	1238	1083	1116	1114	1287	1331	3437	3732	0,007920893	0,006441894	0,007004235	0,007045293	0,008657324	0,007185019	0,007122	0,007629	1,07	0,10	0,48737527
sp|Q9BUF5|TBB6_HUMAN	Q9BUF5	TUBB6	446	941	812	824	861	752	998	2577	2611	0,006007147	0,004819104	0,00515999	0,005433031	0,005047172	0,005375335	0,005329	0,005285	0,99	-0,01	0,951799675
sp|P23258|TBG1_HUMAN	P23258	TUBG1	451	26	21	36	37	43	36	83	116	0,000164138	0,00012325	0,000222937	0,000230887	0,000285402	0,00019175	0,000170	0,000236	1,39	0,47	0,171025926
sp|Q9BSJ2|GCP2_HUMAN	Q9BSJ2	TUBGCP2	902	7	7	7	5	8	11	21	24	2,20956E-05	2,05417E-05	2,16744E-05	1,56005E-05	2,6549E-05	2,92952E-05	0,000021	0,000024	1,11	0,15	0,74048632
sp|Q96CW5|GCP3_HUMAN	Q96CW5	TUBGCP3	907	15	9	10	7	6	12	34	25	4,70866E-05	2,62652E-05	3,07928E-05	2,17202E-05	1,9802E-05	3,17822E-05	0,000035	0,000024	0,70	-0,51	0,206137854
sp|P49411|EFTU_HUMAN	P49411	TUFM	452	63	78	59	34	75	51	200	160	0,00039684	0,000456774	0,000364561	0,000211697	0,000496693	0,000271045	0,000406	0,000326	0,80	-0,31	0,344458601
sp|Q12792|TWF1_HUMAN	Q12792	TWF1	350	8	5	7	16	12	13	20	41	6,50782E-05	3,78135E-05	5,58581E-05	0,000128655	0,000102631	8,92247E-05	0,000053	0,000107	2,02	1,01	0,020867769
sp|Q6IBS0|TWF2_HUMAN	Q6IBS0	TWF2	349	9	17	15	17	19	18	41	54	7,34227E-05	0,000128934	0,000120039	0,000137087	0,000162965	0,000123896	0,000107	0,000141	1,31	0,40	0,201283386
sp|P40222|TXLNA_HUMAN	P40222	TXLNA	546	3	7	7	5	7	7	17	19	1,56438E-05	3,39352E-05	3,58065E-05	2,57722E-05	3,8377E-05	3,07975E-05	0,000028	0,000032	1,11	0,15	0,618071804
sp|P10599|THIO_HUMAN	P10599	TXN	105	1375	806	885	132	14	264	3066	410	0,03728438	0,020318464	0,023540218	0,003538006	0,00039912	0,006039827	0,027048	0,003326	0,12	-3,02	0,040129168
sp|Q99757|THIOM_HUMAN	Q99757	TXN2	166	2	3	4	2	5	3	9	10	3,43033E-05	4,78364E-05	6,7299E-05	3,39075E-05	9,01627E-05	4,34133E-05	0,000050	0,000056	1,12	0,16	0,870320807
sp|O95881|TXD12_HUMAN	O95881	TXNDC12	172	4	5	4	6	7	3	13	16	6,62133E-05	7,69461E-05	6,49513E-05	9,8174E-05	0,000121825	4,18989E-05	0,000069	0,000087	1,26	0,33	0,696797972
sp|Q9BRA2|TXD17_HUMAN	Q9BRA2	TXNDC17	123	6	5	13	12	50	11	24	73	0,000138886	0,000107599	0,000295185	0,000274568	0,00121683	0,000214831	0,000181	0,000569	3,15	1,66	0,208530691
sp|Q8NBS9|TXND5_HUMAN	Q8NBS9	TXNDC5	432	54	43	35	50	63	55	132	168	0,000355896	0,000263469	0,000226277	0,000325732	0,000436538	0,000305836	0,000282	0,000356	1,26	0,34	0,237561262
sp|O14530|TXND9_HUMAN	O14530	TXNDC9	226	2	3	3	3	6	3	8	12	2,51962E-05	3,51365E-05	3,7074E-05	3,73583E-05	7,94709E-05	3,18877E-05	0,000032	0,000050	1,53	0,61	0,313517984
sp|O43396|TXNL1_HUMAN	O43396	TXNL1	289	17	17	16	17	21	25	50	63	0,000167481	0,000155703	0,000154625	0,000165548	0,000217514	0,000207803	0,000159	0,000197	1,24	0,31	0,079669536
sp|Q16881|TRXR1_HUMAN	Q16881	TXNRD1	649	83	63	75	68	82	80	221	230	0,000364122	0,000256945	0,000322755	0,000294875	0,000378211	0,000296111	0,000315	0,000323	1,03	0,04	0,831308066
sp|Q9NNW7|TRXR2_HUMAN	Q9NNW7	TXNRD2	524	25	7	16	4	9	4	48	17	0,000135838	3,536E-05	8,52796E-05	2,14834E-05	5,14134E-05	1,83374E-05	0,000085	0,000030	0,36	-1,49	0,119972225
sp|P26368|U2AF2_HUMAN	P26368	U2AF2	475	55	38	57	69	68	73	150	210	0,000329672	0,000211756	0,000335149	0,000408817	0,000428529	0,000369181	0,000292	0,000402	1,38	0,46	0,096538944
sp|O15042|SR140_HUMAN	O15042	U2SURP	1029	16	20	11	8	12	10	47	30	4,42709E-05	5,1447E-05	2,98562E-05	2,18801E-05	3,49085E-05	2,3345E-05	0,000042	0,000027	0,64	-0,65	0,110505783
sp|Q9BZF9|UACA_HUMAN	Q9BZF9	UACA	1416	12	9	12	5	8	10	33	23	2,41286E-05	1,68238E-05	2,36687E-05	9,93758E-06	1,69119E-05	1,69647E-05	0,000022	0,000015	0,68	-0,56	0,129886514
sp|Q16222|UAP1_HUMAN	Q16222	UAP1	522	19	20	12	12	12	11	51	35	0,000103633	0,000101416	6,42048E-05	6,46971E-05	6,88139E-05	5,06212E-05	0,000090	0,000061	0,68	-0,55	0,11514814
sp|Q3KQV9|UAP1L_HUMAN	Q3KQV9	UAP1L1	507	10	14	6	11	13	14	30	38	5,61572E-05	7,30912E-05	3,30522E-05	6,10603E-05	7,67539E-05	6,6333E-05	0,000054	0,000068	1,26	0,33	0,318433956
sp|P22314|UBA1_HUMAN	P22314	UBA1	1058	214	222	237	199	189	213	673	601	0,000575893	0,000555408	0,000625632	0,000529348	0,000534738	0,000483619	0,000586	0,000516	0,88	-0,18	0,056325611
sp|Q9UBT2|SAE2_HUMAN	Q9UBT2	UBA2	640	65	60	65	78	107	80	190	265	0,000289166	0,000248151	0,000283655	0,000342996	0,000500459	0,000300275	0,000274	0,000381	1,39	0,48	0,125660759
sp|Q8TBC4|UBA3_HUMAN	Q8TBC4	UBA3	463	14	22	21	18	50	22	57	90	8,60916E-05	0,000125773	0,000126676	0,000109412	0,000323262	0,000114144	0,000113	0,000182	1,62	0,69	0,39336195
sp|Q9GZZ9|UBA5_HUMAN	Q9GZZ9	UBA5	404	12	12	12	17	17	10	36	44	8,45694E-05	7,86222E-05	8,29576E-05	0,000118424	0,00012596	5,94605E-05	0,000082	0,000101	1,23	0,30	0,547994799
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6	1052	39	56	58	88	95	117	153	300	0,000105551	0,000140902	0,000153982	0,000235419	0,000270317	0,000267165	0,000133	0,000258	1,93	0,95	0,005454186
sp|Q5T6F2|UBAP2_HUMAN	Q5T6F2	UBAP2	1119	14	5	11	11	13	8	30	32	3,56214E-05	1,18273E-05	2,74549E-05	2,76654E-05	3,47759E-05	1,71739E-05	0,000025	0,000027	1,06	0,09	0,776988724
sp|Q14157|UBP2L_HUMAN	Q14157	UBAP2L	1087	27	29	35	35	38	32	91	105	7,07209E-05	7,06177E-05	8,9928E-05	9,06176E-05	0,000104645	7,07181E-05	0,000077	0,000089	1,15	0,20	0,393345294
sp|Q8TF42|UBS3B_HUMAN	Q8TF42	UBASH3B	649	8	6	9	13	10	15	23	38	3,50961E-05	2,4471E-05	3,87306E-05	5,63732E-05	4,61233E-05	5,55209E-05	0,000033	0,000053	1,61	0,68	0,033452765
sp|O00762|UBE2C_HUMAN	O00762	UBE2C	179	15	18	12	11	15	15	45	41	0,00023859	0,000266173	0,000187234	0,000172947	0,000250844	0,000201302	0,000231	0,000208	0,90	-0,15	0,530113764
sp|P62837|UB2D2_HUMAN	P62837	UBE2D2	147	18	9	16	13	16	18	43	47	0,000348633	0,000162058	0,00030399	0,000248886	0,000325813	0,000294147	0,000272	0,000290	1,07	0,09	0,682393713
sp|P61077|UB2D3_HUMAN	P61077	UBE2D3	147	18	9	16	13	16	18	43	47	0,000348633	0,000162058	0,00030399	0,000248886	0,000325813	0,000294147	0,000272	0,000290	1,07	0,09	0,682393713
sp|P62253|UB2G1_HUMAN	P62253	UBE2G1	170	5	2	2	4	8	5	9	17	8,37403E-05	3,11405E-05	3,28577E-05	6,62194E-05	0,000140866	7,06531E-05	0,000049	0,000093	1,88	0,91	0,165849329
sp|P62256|UBE2H_HUMAN	P62256	UBE2H	183	3	7	6	5	2	8	16	15	4,66749E-05	0,000101249	9,15707E-05	7,68941E-05	3,27148E-05	0,000105014	0,000080	0,000072	0,90	-0,16	0,71840911
sp|P63279|UBC9_HUMAN	P63279	UBE2I	158	36	18	16	19	18	23	70	60	0,000648722	0,000301551	0,000282826	0,000338431	0,000341021	0,000349688	0,000411	0,000343	0,83	-0,26	0,713652563
sp|P61086|UBE2K_HUMAN	P61086	UBE2K	200	9	11	23	17	22	24	43	63	0,000128123	0,000145582	0,000321184	0,000239217	0,000329274	0,000288264	0,000198	0,000286	1,44	0,53	0,215337744
sp|P68036|UB2L3_HUMAN	P68036	UBE2L3	154	58	71	65	34	31	29	194	94	0,001072311	0,001220345	0,001178824	0,000621344	0,000602568	0,000452363	0,001157	0,000559	0,48	-1,05	0,002436492
sp|P61081|UBC12_HUMAN	P61081	UBE2M	183	6	22	21	25	16	28	49	69	9,33499E-05	0,000318212	0,000320498	0,00038447	0,000261718	0,00036755	0,000244	0,000338	1,38	0,47	0,349745707
sp|P61088|UBE2N_HUMAN	P61088	UBE2N	152	29	24	23	29	48	39	76	116	0,00054321	0,000417939	0,000422611	0,000536943	0,000945285	0,000616355	0,000461	0,000700	1,52	0,60	0,107551794
sp|Q9C0C9|UBE2O_HUMAN	Q9C0C9	UBE2O	1292	10	7	15	5	6	6	32	17	2,20369E-05	1,4341E-05	3,24254E-05	1,08913E-05	1,39013E-05	1,11557E-05	0,000023	0,000012	0,52	-0,94	0,07257184
sp|Q7Z7E8|UB2Q1_HUMAN	Q7Z7E8	UBE2Q1	422	6	2	3	5	2	6	11	13	4,04811E-05	1,25448E-05	1,98548E-05	3,33451E-05	1,41867E-05	3,41546E-05	0,000024	0,000027	1,12	0,16	0,742761256
sp|Q16763|UBE2S_HUMAN	Q16763	UBE2S	222	8	7	5	2	5	5	20	12	0,000102601	8,34623E-05	6,29033E-05	2,53543E-05	6,7419E-05	5,41037E-05	0,000083	0,000049	0,59	-0,76	0,148209198
sp|Q13404|UB2V1_HUMAN	Q13404	UBE2V1	147	9	39	7	10	20	8	55	38	0,000174317	0,000702251	0,000132996	0,000191451	0,000407266	0,000130732	0,000337	0,000243	0,72	-0,47	0,811931531
sp|Q15819|UB2V2_HUMAN	Q15819	UBE2V2	145	8	11	4	7	13	4	23	24	0,000157085	0,000200803	7,70457E-05	0,000135864	0,000268374	6,62677E-05	0,000145	0,000157	1,08	0,11	0,997087259
sp|Q9H832|UBE2Z_HUMAN	Q9H832	UBE2Z	354	9	6	3	7	10	11	18	28	7,23857E-05	4,48635E-05	2,36687E-05	5,56504E-05	8,45594E-05	7,46448E-05	0,000047	0,000072	1,52	0,61	0,217883391
